accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,deviceID
1895,-739,225,-1,2,-4,10003
1889,-743,244,2,2,-7,10003
1888,-746,240,4,-7,-5,10003
1881,-744,230,1,1,5,10003
1881,-749,226,-6,-6,6,10003
1880,-750,252,-6,-6,3,10003
1881,-747,232,-6,-7,20,10003
1882,-744,232,-2,-9,19,10003
1891,-751,229,-1,-18,11,10003
1884,-742,237,-7,-6,12,10003
1883,-744,229,-15,-9,3,10003
1884,-746,236,-17,-8,1,10003
1881,-746,236,-15,-8,-10,10003
1890,-753,250,-19,-9,-4,10003
1887,-753,232,-13,-7,1,10003
1881,-754,238,-5,-1,-7,10003
1885,-750,240,-4,-6,6,10003
1878,-748,247,-2,-6,5,10003
1886,-747,237,2,-5,14,10003
1882,-744,242,5,-5,14,10003
1881,-743,236,12,-2,5,10003
1894,-735,240,6,-4,9,10003
1881,-736,232,5,3,11,10003
1889,-733,243,-12,-10,7,10003
1884,-724,241,-21,-5,6,10003
1891,-734,243,-17,-5,-6,10003
1886,-742,231,-33,-5,-8,10003
1894,-729,250,-21,10,4,10003
1889,-745,235,-29,0,3,10003
1885,-748,246,-25,1,1,10003
1888,-745,233,-32,3,0,10003
1893,-751,238,-26,-1,-2,10003
1880,-749,228,-30,3,15,10003
1884,-747,245,-25,5,10,10003
1880,-743,233,-32,5,14,10003
1871,-745,241,-35,0,19,10003
1871,-743,228,-35,-1,19,10003
1877,-744,238,-34,-2,30,10003
1887,-745,234,-37,8,18,10003
1883,-730,228,-45,5,26,10003
1894,-730,228,-43,0,31,10003
1891,-744,223,-48,-5,22,10003
1895,-747,239,-55,-6,22,10003
1893,-743,230,-43,-15,7,10003
1893,-733,240,-37,-13,9,10003
1890,-745,246,-46,-21,10,10003
1889,-734,249,-35,-6,-7,10003
1881,-752,254,-35,-6,-4,10003
1883,-743,248,-39,-12,-4,10003
1888,-739,239,-33,-6,5,10003
1875,-743,253,-31,-8,0,10003
1880,-741,234,-30,-13,7,10003
1890,-749,241,-22,-9,14,10003
1886,-747,244,-18,-17,13,10003
1885,-744,241,-10,-14,7,10003
1892,-744,249,-3,-18,2,10003
1884,-739,235,-3,-22,9,10003
1879,-747,249,3,-20,8,10003
1882,-747,235,4,-20,5,10003
1882,-761,236,5,-18,6,10003
1872,-744,235,6,-18,2,10003
1874,-752,245,14,-19,11,10003
1874,-745,255,19,-21,23,10003
1884,-748,239,30,-28,18,10003
1890,-745,237,45,-19,16,10003
1889,-743,241,47,-18,25,10003
1895,-737,235,43,-17,13,10003
1896,-734,240,31,-21,17,10003
1887,-728,243,35,-21,-2,10003
1886,-745,242,19,-16,8,10003
1888,-732,242,25,-18,1,10003
1884,-734,219,6,-12,2,10003
1887,-735,220,13,-18,-3,10003
1885,-744,242,3,-15,8,10003
1884,-737,247,6,-15,15,10003
1894,-741,233,3,-22,17,10003
1896,-729,232,-4,-13,10,10003
1897,-726,230,-11,-7,21,10003
1899,-733,235,-32,-16,9,10003
1894,-732,227,-40,-9,12,10003
1895,-732,235,-44,-10,12,10003
1896,-741,238,-50,-11,4,10003
1901,-747,238,-62,-6,12,10003
1889,-747,237,-48,-1,10,10003
1889,-757,232,-44,-2,7,10003
1890,-748,232,-36,1,17,10003
1883,-749,244,-25,-8,17,10003
1880,-748,230,-16,-6,13,10003
1884,-742,242,-6,-13,30,10003
1873,-733,223,-5,-7,31,10003
1879,-735,226,-10,-20,29,10003
1874,-734,229,0,-15,22,10003
1884,-732,233,-20,-11,15,10003
1875,-731,213,-25,-16,26,10003
1892,-737,228,-35,-27,17,10003
1880,-730,231,-42,-13,21,10003
1884,-739,229,-34,-18,22,10003
1890,-738,236,-36,-9,22,10003
1896,-740,228,-44,-6,32,10003
1898,-738,237,-38,-10,23,10003
1890,-745,242,-38,-4,24,10003
1895,-739,238,-34,-1,24,10003
1892,-734,246,-34,1,17,10003
1898,-727,249,-34,4,25,10003
1892,-724,252,-32,5,25,10003
1879,-727,243,-39,7,15,10003
1884,-729,255,-38,5,20,10003
1868,-733,252,-35,2,20,10003
1883,-736,233,-24,6,23,10003
1882,-741,226,-22,7,17,10003
1892,-738,240,-15,-1,10,10003
1895,-748,212,-12,8,19,10003
1895,-750,233,-8,-8,6,10003
1899,-746,227,-7,-6,6,10003
1894,-745,223,-18,-6,-2,10003
1892,-746,240,-2,-8,1,10003
1880,-759,240,3,-9,8,10003
1882,-754,242,16,-13,5,10003
1882,-750,242,21,-7,21,10003
1886,-753,249,39,-3,20,10003
1887,-753,270,50,-5,21,10003
1888,-751,245,54,10,19,10003
1889,-753,245,65,5,25,10003
1884,-746,242,67,18,30,10003
1886,-738,236,63,9,41,10003
1874,-741,242,54,4,40,10003
1875,-729,220,48,14,57,10003
1875,-728,229,26,12,61,10003
1880,-721,217,7,-2,64,10003
1878,-723,229,-8,-2,57,10003
1876,-704,222,-14,-15,62,10003
1886,-713,223,-37,-20,50,10003
1891,-707,227,-61,-14,28,10003
1891,-708,231,-91,-26,22,10003
1893,-719,246,-113,-12,13,10003
1897,-729,239,-124,-10,0,10003
1894,-749,244,-120,-1,5,10003
1889,-749,251,-108,-4,-9,10003
1881,-759,250,-109,-9,-5,10003
1884,-764,249,-86,-13,-10,10003
1879,-766,255,-75,-1,-3,10003
1875,-766,251,-64,-8,11,10003
1884,-771,249,-54,-13,20,10003
1876,-763,245,-51,-3,32,10003
1884,-767,247,-34,-5,34,10003
1888,-768,235,-17,-7,33,10003
1887,-749,239,-1,-1,31,10003
1886,-750,238,-7,-4,26,10003
1887,-747,239,0,-5,16,10003
1873,-749,232,-4,-5,15,10003
1882,-746,217,0,-5,12,10003
1883,-739,225,-9,-6,15,10003
1886,-733,237,-14,-6,13,10003
1881,-743,225,-19,-17,5,10003
1885,-741,218,-16,-23,7,10003
1887,-737,222,-26,-20,-1,10003
1885,-750,233,-27,-20,-2,10003
1879,-737,236,-36,-17,-14,10003
1890,-744,241,-43,-26,-2,10003
1887,-741,242,-42,-16,3,10003
1881,-739,214,-49,-22,12,10003
1875,-739,250,-41,-12,1,10003
1895,-744,240,-45,-12,5,10003
1893,-736,229,-41,-13,9,10003
1884,-738,228,-47,-16,11,10003
1887,-740,230,-44,-14,10,10003
1883,-744,233,-45,-13,-4,10003
1878,-747,227,-40,-5,2,10003
1881,-749,226,-45,-16,16,10003
1886,-755,230,-34,-9,1,10003
1872,-747,238,-26,-10,5,10003
1871,-751,216,-28,-20,10,10003
1875,-749,239,-15,-21,17,10003
1874,-749,231,-18,-19,14,10003
1883,-758,227,-15,-18,18,10003
1889,-747,227,-11,-34,16,10003
1891,-735,227,-2,-27,25,10003
1893,-740,222,-24,-15,20,10003
1888,-753,218,-6,-11,12,10003
1887,-742,234,-8,-19,4,10003
1891,-743,235,-2,-8,14,10003
1883,-733,232,6,-18,9,10003
1884,-736,228,0,-22,11,10003
1891,-733,235,0,-22,12,10003
1891,-730,234,4,-17,22,10003
1892,-733,230,11,-14,21,10003
1886,-740,222,8,-15,13,10003
1886,-736,233,10,-15,15,10003
1886,-725,233,0,-15,14,10003
1895,-733,234,-14,-11,20,10003
1893,-733,222,-24,-10,19,10003
1895,-727,219,-25,-15,20,10003
1894,-725,218,-42,-9,23,10003
1890,-740,226,-41,-2,13,10003
1884,-736,229,-46,-9,12,10003
1888,-741,231,-52,4,16,10003
1891,-742,226,-42,-1,14,10003
1895,-750,235,-31,-6,19,10003
1890,-749,248,-23,-14,12,10003
1876,-744,230,-11,-11,15,10003
1883,-742,219,-12,-9,22,10003
1887,-745,233,-8,-15,17,10003
1882,-740,246,-3,-9,4,10003
1893,-739,223,4,-13,16,10003
1880,-736,244,6,-8,16,10003
1886,-747,229,11,-6,13,10003
1884,-752,227,13,-3,13,10003
1893,-743,223,29,-9,8,10003
1886,-747,224,32,-5,4,10003
1884,-749,219,37,-9,3,10003
1885,-745,213,37,-15,7,10003
1880,-748,225,38,-19,9,10003
1885,-737,225,41,-5,11,10003
1885,-744,235,38,-10,16,10003
1882,-729,235,24,-4,9,10003
1879,-723,221,12,-4,12,10003
1880,-735,231,4,-3,5,10003
1886,-744,226,3,-4,9,10003
1888,-743,223,-19,-2,7,10003
1884,-742,234,-13,8,6,10003
1888,-751,215,-12,5,-2,10003
1880,-748,236,-6,-3,2,10003
1889,-747,235,1,1,5,10003
1892,-745,226,3,7,-2,10003
1891,-752,251,8,3,15,10003
1882,-738,229,19,-3,13,10003
1880,-739,231,15,-3,20,10003
1889,-741,229,7,-6,5,10003
1890,-744,214,-3,-3,3,10003
1885,-736,236,-1,-6,6,10003
1884,-738,235,-13,0,8,10003
1883,-733,228,-14,-2,14,10003
1888,-728,228,-15,-8,16,10003
1885,-735,223,-25,-8,7,10003
1887,-737,225,-23,-5,14,10003
1879,-741,235,-25,-6,7,10003
1881,-740,227,-27,-13,9,10003
1899,-746,236,-29,-6,15,10003
1891,-745,223,-32,-4,17,10003
1883,-735,242,-28,-3,20,10003
1891,-739,235,-35,-1,23,10003
1882,-731,232,-41,0,21,10003
1887,-738,234,-43,-9,19,10003
1881,-741,238,-44,-9,29,10003
1889,-743,246,-35,-6,17,10003
1888,-746,230,-31,-7,21,10003
1889,-749,243,-38,-10,21,10003
1886,-744,222,-27,-2,12,10003
1899,-746,245,-17,-9,10,10003
1888,-751,241,-12,-11,8,10003
1888,-745,247,-2,-12,5,10003
1880,-750,241,2,-8,5,10003
1886,-741,236,11,-11,2,10003
1889,-746,241,13,-10,7,10003
1891,-744,238,37,-18,-4,10003
1880,-739,240,24,-10,3,10003
1875,-733,239,37,-11,0,10003
1885,-736,241,27,-15,3,10003
1894,-736,244,35,-24,-2,10003
1888,-744,215,32,-19,-7,10003
1896,-738,235,37,-25,0,10003
1897,-742,241,40,-32,3,10003
1898,-738,237,39,-19,3,10003
1887,-738,240,42,-21,8,10003
1887,-740,226,37,-16,3,10003
1884,-741,229,44,-25,-9,10003
1887,-742,234,41,-15,-1,10003
1881,-734,237,42,-22,2,10003
1885,-728,234,43,-21,4,10003
1887,-734,229,47,-19,0,10003
1883,-729,246,39,-24,0,10003
1892,-734,228,40,-10,4,10003
1896,-731,228,39,-17,-8,10003
1898,-734,215,37,-12,-7,10003
1896,-726,229,32,-24,-9,10003
1885,-732,228,25,-16,-17,10003
1892,-731,234,33,-18,-8,10003
1894,-731,219,31,-18,-10,10003
1880,-735,238,27,-19,-3,10003
1882,-748,228,23,-20,-10,10003
1883,-735,252,23,-24,-4,10003
1881,-738,229,25,-24,-3,10003
1887,-739,239,27,-13,-13,10003
1877,-729,243,27,-9,9,10003
1882,-744,234,15,-20,8,10003
1892,-732,227,21,-11,8,10003
1892,-733,231,20,-9,2,10003
1888,-732,228,16,-20,12,10003
1889,-740,229,18,-8,5,10003
1883,-737,226,23,-16,9,10003
1886,-732,231,21,-19,4,10003
1886,-735,232,28,-18,11,10003
1890,-736,250,19,-11,18,10003
1895,-736,230,27,-16,11,10003
1894,-728,226,13,-12,10,10003
1890,-730,228,13,-9,22,10003
1892,-732,232,8,-6,16,10003
1897,-724,225,11,-15,8,10003
1890,-719,230,1,6,14,10003
1893,-721,233,-2,-3,23,10003
1886,-720,215,-16,-11,23,10003
1893,-717,241,-15,1,15,10003
1896,-712,225,-27,8,14,10003
1896,-719,230,-36,-2,19,10003
1893,-725,234,-32,-1,18,10003
1897,-729,219,-44,6,17,10003
1894,-719,234,-42,9,22,10003
1886,-728,235,-56,2,20,10003
1886,-720,239,-52,6,29,10003
1887,-719,216,-63,8,17,10003
1888,-726,234,-69,4,23,10003
1881,-731,228,-76,1,32,10003
1891,-734,227,-73,4,29,10003
1880,-730,229,-78,9,22,10003
1901,-726,228,-76,18,14,10003
1891,-732,242,-82,3,17,10003
1892,-736,236,-83,8,13,10003
1882,-740,240,-66,2,18,10003
1884,-738,240,-63,9,6,10003
1896,-740,245,-44,4,4,10003
1891,-745,241,-37,7,12,10003
1878,-750,233,-36,8,20,10003
1893,-741,236,-24,11,8,10003
1880,-746,239,-20,8,10,10003
1873,-743,247,-20,4,19,10003
1883,-733,225,-8,3,21,10003
1891,-737,238,-14,4,15,10003
1885,-732,238,-20,1,17,10003
1887,-746,241,-9,-6,16,10003
1893,-744,243,-7,9,23,10003
1881,-736,227,-8,-4,14,10003
1893,-730,231,-5,-8,22,10003
1884,-739,222,-6,-2,20,10003
1896,-737,224,3,-10,27,10003
1892,-733,224,1,-9,26,10003
1889,-726,239,2,-12,24,10003
1881,-723,241,-3,-4,15,10003
1893,-727,238,-9,-7,20,10003
1878,-727,233,-13,-3,29,10003
1890,-721,238,-16,-2,26,10003
1889,-729,231,-19,-3,24,10003
1887,-723,230,-23,-6,19,10003
1887,-733,230,-31,-7,18,10003
1891,-743,231,-22,-11,19,10003
1891,-750,231,-28,-1,17,10003
1890,-743,237,-29,-6,18,10003
1886,-746,230,-21,-2,24,10003
1877,-739,232,-24,-3,17,10003
1886,-729,236,-22,-11,26,10003
1886,-745,244,-21,-2,25,10003
1888,-739,235,-16,-9,32,10003
1886,-734,220,-10,-9,22,10003
1892,-721,226,-28,0,28,10003
1893,-733,247,-17,2,22,10003
1894,-733,234,-35,-9,18,10003
1892,-734,242,-34,-1,15,10003
1886,-734,232,-30,-8,16,10003
1893,-737,246,-41,-2,17,10003
1885,-741,228,-40,-2,5,10003
1889,-742,224,-32,-5,7,10003
1886,-743,237,-24,-1,16,10003
1893,-734,235,-23,-10,18,10003
1898,-736,224,-25,3,16,10003
1892,-735,231,-28,-1,21,10003
1888,-733,234,-27,7,13,10003
1890,-738,228,-36,-2,23,10003
1887,-734,227,-47,4,14,10003
1888,-727,239,-39,3,19,10003
1890,-745,244,-33,-1,12,10003
1886,-741,236,-44,-3,8,10003
1882,-739,237,-35,-2,13,10003
1885,-739,237,-33,-3,26,10003
1879,-740,239,-23,1,17,10003
1884,-730,236,-28,-9,9,10003
1886,-737,221,-33,2,10,10003
1892,-742,250,-36,0,14,10003
1886,-743,223,-25,4,10,10003
1899,-742,233,-19,-1,10,10003
1888,-731,231,-31,-2,14,10003
1881,-733,232,-28,0,18,10003
1880,-740,237,-30,-8,14,10003
1881,-732,233,-30,-2,26,10003
1881,-730,229,-37,2,17,10003
1892,-741,229,-35,2,12,10003
1886,-737,221,-29,-1,12,10003
1886,-737,221,-25,-9,4,10003
1884,-744,226,-27,-6,10,10003
1887,-734,228,-14,-6,8,10003
1894,-741,236,-21,-4,6,10003
1888,-737,232,-15,-18,6,10003
1887,-734,241,-16,-7,0,10003
1891,-744,235,-12,-9,5,10003
1883,-736,230,-18,-12,8,10003
1883,-738,232,-16,-12,6,10003
1874,-745,234,-15,-10,27,10003
1885,-739,230,-6,-12,21,10003
1884,-743,229,-5,-9,15,10003
1897,-741,223,-3,-8,22,10003
1891,-745,218,-11,-15,23,10003
1888,-735,218,-12,-11,33,10003
1891,-733,227,-11,-10,23,10003
1891,-737,241,-20,-10,18,10003
1888,-734,230,-12,-11,16,10003
1894,-740,230,-6,-15,21,10003
1884,-735,243,-6,-10,19,10003
1879,-736,233,4,-13,20,10003
1876,-726,232,3,-15,16,10003
1888,-729,231,10,-9,30,10003
1884,-747,232,11,-17,20,10003
1884,-737,223,23,-12,16,10003
1889,-733,241,11,-10,12,10003
1890,-734,217,6,-3,10,10003
1898,-735,216,2,-3,14,10003
1890,-737,233,-6,-10,17,10003
1895,-735,228,-3,3,13,10003
1886,-733,232,-12,0,12,10003
1890,-734,224,-10,3,11,10003
1888,-740,224,-18,0,27,10003
1892,-731,229,-24,2,28,10003
1888,-728,227,-30,-3,24,10003
1882,-727,237,-32,-3,33,10003
1888,-724,248,-36,2,33,10003
1895,-722,242,-36,16,26,10003
1889,-721,227,-52,6,23,10003
1893,-738,224,-43,6,18,10003
1888,-735,229,-51,1,6,10003
1891,-741,235,-46,2,9,10003
1881,-743,241,-38,4,21,10003
1888,-739,240,-39,6,15,10003
1887,-745,224,-35,4,16,10003
1890,-749,236,-39,6,18,10003
1888,-747,243,-26,9,22,10003
1882,-741,228,-22,14,22,10003
1888,-738,244,-21,8,26,10003
1886,-732,235,-20,9,20,10003
1884,-741,234,-25,7,27,10003
1889,-736,239,-24,6,25,10003
1896,-736,231,-34,9,22,10003
1894,-731,232,-34,8,17,10003
1892,-728,225,-34,9,15,10003
1884,-735,236,-44,5,18,10003
1884,-736,230,-39,11,27,10003
1888,-733,226,-42,7,16,10003
1885,-742,232,-44,1,24,10003
1886,-745,231,-39,10,26,10003
1888,-746,227,-48,11,25,10003
1887,-746,232,-39,5,23,10003
1881,-736,235,-31,9,31,10003
1885,-742,228,-34,-4,32,10003
1892,-740,231,-45,0,20,10003
1879,-741,239,-37,14,24,10003
1886,-741,251,-39,4,27,10003
1881,-728,241,-50,17,28,10003
1883,-738,222,-48,-1,19,10003
1890,-743,234,-52,11,18,10003
1892,-749,230,-43,9,24,10003
1882,-742,234,-35,5,20,10003
1892,-741,227,-27,6,14,10003
1893,-743,242,-32,-5,11,10003
1883,-745,248,-18,8,11,10003
1887,-745,224,-22,-4,17,10003
1876,-742,234,-23,5,22,10003
1874,-743,244,-12,1,19,10003
1881,-739,242,-12,10,23,10003
1893,-731,221,-20,-1,9,10003
1897,-734,233,-19,10,21,10003
1889,-740,236,-22,4,6,10003
1891,-741,237,-22,3,8,10003
1896,-744,235,-21,1,10,10003
1892,-743,237,-22,-6,18,10003
1884,-744,240,-21,-5,20,10003
1890,-746,238,-17,-4,13,10003
1891,-747,236,-14,-4,12,10003
1892,-748,238,1,-2,13,10003
1887,-741,239,16,0,15,10003
1882,-742,242,13,-8,10,10003
1889,-736,246,14,1,5,10003
1894,-733,242,10,0,15,10003
1888,-740,245,20,4,10,10003
1888,-741,247,33,-4,15,10003
1904,-746,249,48,-16,27,10003
1912,-756,252,80,-13,42,10003
1919,-767,269,120,-19,53,10003
1920,-779,282,175,-32,75,10003
1939,-796,291,218,-29,122,10003
1963,-795,287,284,-49,173,10003
1965,-812,295,350,-51,249,10003
1983,-799,327,437,-55,337,10003
1983,-815,338,508,-68,432,10003
1993,-871,333,648,-91,539,10003
2040,-806,391,726,-71,677,10003
2039,-806,386,736,-67,835,10003
2046,-800,380,715,-33,951,10003
2044,-808,393,708,-21,1092,10003
2057,-868,395,727,-22,1238,10003
2076,-894,425,792,-6,1373,10003
2102,-885,428,853,19,1505,10003
2131,-897,426,889,40,1647,10003
2134,-934,431,897,79,1793,10003
2139,-1017,449,1055,114,1878,10003
2162,-1020,462,1208,135,2005,10003
2160,-996,454,1373,157,2105,10003
2161,-990,457,1472,208,2195,10003
2183,-1020,470,1562,244,2264,10003
2187,-1061,483,1729,287,2359,10003
2205,-1113,460,1819,327,2458,10003
2187,-1103,431,1937,342,2543,10003
2189,-1119,421,2019,356,2621,10003
2175,-1153,432,2087,364,2692,10003
2155,-1201,416,2188,344,2755,10003
2151,-1268,426,2389,328,2808,10003
2115,-1309,406,2653,278,2840,10003
2090,-1305,422,2927,255,2863,10003
2053,-1345,422,3205,229,2897,10003
2026,-1443,409,3552,206,2918,10003
2002,-1498,429,3978,173,2908,10003
1979,-1475,423,4415,140,2875,10003
1932,-1468,446,4857,131,2802,10003
1875,-1459,462,5235,105,2751,10003
1855,-1460,475,5574,92,2706,10003
1820,-1524,512,5925,80,2667,10003
1768,-1584,519,6335,68,2615,10003
1705,-1584,546,6718,37,2566,10003
1692,-1473,562,7043,25,2496,10003
1637,-1361,565,7189,47,2423,10003
1587,-1260,614,7219,60,2322,10003
1523,-1280,636,7236,79,2291,10003
1462,-1290,670,7288,62,2227,10003
1436,-1227,722,7303,41,2153,10003
1407,-1135,802,7253,24,2092,10003
1331,-986,836,6921,-22,2064,10003
1308,-1009,991,6671,-47,2019,10003
1265,-970,1037,6292,-105,1962,10003
1224,-946,1093,5991,-107,1889,10003
1180,-954,1087,5637,-164,1835,10003
1125,-872,1048,5269,-213,1769,10003
1103,-809,1065,4867,-293,1598,10003
1096,-780,1093,4384,-301,1599,10003
1069,-799,1089,3961,-274,1546,10003
1002,-815,1089,3749,-292,1453,10003
969,-810,1141,3551,-359,1434,10003
1040,-694,1221,3223,-381,1368,10003
1024,-617,1301,2900,-320,1316,10003
963,-753,1290,2662,-319,1335,10003
912,-904,1295,2726,-333,1337,10003
899,-993,1217,2920,-374,1319,10003
869,-873,1199,3132,-457,1274,10003
873,-604,1121,3036,-501,1240,10003
896,-375,1140,2649,-475,1260,10003
880,-294,1202,1828,-435,1333,10003
855,-308,1254,935,-371,1381,10003
819,-567,1254,370,-347,1312,10003
801,-867,1280,417,-331,1224,10003
777,-984,1485,650,-346,1149,10003
859,-714,1524,827,-340,985,10003
907,-492,1451,802,-234,835,10003
912,-435,1369,699,-115,729,10003
879,-527,1348,568,-53,710,10003
819,-588,1304,470,-74,711,10003
800,-406,1266,177,-47,705,10003
805,-487,1294,-246,30,725,10003
799,-550,1298,-509,80,624,10003
753,-450,1293,-758,99,540,10003
744,-378,1259,-1123,89,461,10003
742,-404,1192,-1430,65,409,10003
733,-348,1159,-1736,5,352,10003
723,-447,1208,-2011,-58,355,10003
749,-725,1341,-1933,-141,337,10003
806,-944,1493,-1547,-190,348,10003
868,-1031,1602,-1110,-214,408,10003
945,-1027,1701,-763,-187,472,10003
992,-980,1703,-490,-157,471,10003
1028,-934,1612,-425,-110,525,10003
1042,-854,1538,-517,-95,573,10003
1046,-855,1517,-663,-91,622,10003
1099,-775,1514,-893,-56,679,10003
1189,-611,1543,-1321,6,703,10003
1285,-683,1496,-1825,112,727,10003
1306,-825,1492,-1986,181,596,10003
1345,-841,1452,-2023,201,539,10003
1357,-921,1452,-1913,248,416,10003
1322,-903,1471,-1685,271,293,10003
1287,-922,1519,-1495,329,218,10003
1235,-971,1566,-1313,399,151,10003
1200,-1076,1610,-1105,474,125,10003
1157,-1085,1677,-891,582,74,10003
1123,-1108,1723,-731,707,52,10003
1073,-1159,1678,-550,820,24,10003
1001,-1165,1684,-295,903,-14,10003
973,-1180,1683,65,927,-61,10003
1010,-1157,1576,343,922,-81,10003
1086,-1082,1513,530,931,-96,10003
1158,-1004,1459,570,897,-100,10003
1275,-995,1377,538,875,-97,10003
1325,-1030,1296,514,816,-125,10003
1355,-1070,1285,438,751,-146,10003
1346,-1166,1366,427,663,-188,10003
1353,-1271,1412,520,565,-223,10003
1323,-1269,1419,583,486,-208,10003
1287,-1182,1436,416,423,-151,10003
1267,-1200,1389,195,327,-119,10003
1304,-1266,1356,25,263,-81,10003
1296,-1251,1397,-62,230,-57,10003
1224,-1195,1403,-139,186,-68,10003
1186,-1128,1395,-248,133,-62,10003
1187,-1177,1427,-317,120,-42,10003
1146,-1173,1443,-329,106,-54,10003
1108,-1119,1464,-348,105,-61,10003
1058,-1073,1448,-377,124,-113,10003
1054,-1089,1522,-361,151,-127,10003
1034,-1068,1472,-250,160,-201,10003
1046,-1090,1455,-159,196,-206,10003
1063,-1098,1417,-89,208,-224,10003
1050,-1071,1443,-65,227,-241,10003
1028,-1028,1480,-123,256,-280,10003
1013,-1008,1511,-206,304,-317,10003
1037,-1035,1510,-263,331,-286,10003
1076,-1172,1478,-237,334,-270,10003
1109,-1145,1461,-119,333,-294,10003
1151,-1183,1484,-47,346,-263,10003
1136,-1160,1470,-35,342,-265,10003
1132,-1090,1488,-116,338,-254,10003
1094,-1039,1433,-236,326,-270,10003
1088,-1045,1419,-327,298,-253,10003
1102,-1109,1413,-315,258,-245,10003
1081,-1090,1423,-269,214,-248,10003
1078,-1067,1448,-260,183,-249,10003
1081,-1051,1473,-258,154,-253,10003
1071,-1081,1490,-244,125,-257,10003
1056,-1072,1477,-233,104,-256,10003
1032,-1049,1495,-216,97,-248,10003
984,-1076,1454,-189,52,-249,10003
1035,-1064,1473,-154,5,-211,10003
1031,-1058,1470,-177,-7,-240,10003
937,-1022,1430,-123,-95,-213,10003
1012,-1039,1424,-146,-169,-173,10003
1089,-1096,1433,-163,-173,-145,10003
1099,-1115,1455,-89,-186,-104,10003
1116,-1147,1503,-15,-192,-64,10003
1113,-1050,1513,7,-189,-49,10003
1110,-994,1536,-84,-160,-29,10003
1100,-1007,1534,-169,-127,2,10003
1087,-1040,1526,-190,-115,-3,10003
1081,-1044,1525,-162,-90,-4,10003
1081,-1070,1561,-132,-54,-4,10003
1071,-1070,1549,-91,-27,19,10003
1051,-1067,1538,-37,2,13,10003
1048,-1066,1514,-37,24,20,10003
1036,-1068,1497,-42,32,32,10003
1032,-1070,1458,-41,34,49,10003
1016,-1076,1428,-38,39,43,10003
1014,-1075,1413,-26,28,45,10003
1038,-1051,1430,-12,12,27,10003
1085,-1029,1446,-26,8,22,10003
1093,-1055,1452,-41,8,12,10003
1089,-1061,1460,-30,20,4,10003
1095,-1085,1487,-24,33,13,10003
1102,-1095,1478,-40,37,22,10003
1104,-1090,1476,-71,49,47,10003
1091,-1092,1459,-115,65,53,10003
1076,-1103,1463,-117,59,53,10003
1070,-1083,1451,-100,36,36,10003
1069,-1073,1456,-77,43,41,10003
1071,-1054,1430,-84,28,47,10003
1061,-1067,1448,-71,17,36,10003
1065,-1073,1418,-53,2,33,10003
1068,-1070,1440,-30,-14,38,10003
1073,-1077,1460,-31,-22,38,10003
1087,-1087,1460,-46,-25,47,10003
1086,-1087,1458,-42,-25,55,10003
1089,-1093,1478,-53,-22,51,10003
1089,-1091,1461,-36,-20,48,10003
1084,-1078,1465,-39,-8,51,10003
1082,-1068,1468,-45,-9,54,10003
1081,-1078,1471,-59,-9,54,10003
1073,-1078,1462,-56,-9,52,10003
1070,-1091,1436,-37,-20,51,10003
1061,-1090,1444,-5,-21,42,10003
1068,-1086,1451,0,-23,49,10003
1067,-1073,1440,4,-26,45,10003
1068,-1061,1442,-6,-21,38,10003
1070,-1059,1436,-22,-3,15,10003
1069,-1078,1443,-21,-7,20,10003
1070,-1091,1466,-12,-4,23,10003
1082,-1091,1468,0,-7,17,10003
1081,-1095,1454,-2,-3,14,10003
1089,-1076,1471,5,7,9,10003
1076,-1082,1455,4,9,11,10003
1081,-1084,1462,6,8,10,10003
1079,-1077,1445,-22,17,19,10003
1071,-1071,1433,-30,22,6,10003
1068,-1082,1444,-33,-3,7,10003
1077,-1085,1442,-50,4,11,10003
1068,-1085,1449,-43,-7,13,10003
1066,-1078,1449,-47,-9,2,10003
1065,-1076,1434,-49,-17,12,10003
1079,-1076,1461,-48,-15,4,10003
1084,-1097,1463,-16,-9,8,10003
1086,-1098,1458,-2,-9,11,10003
1082,-1094,1460,27,-6,11,10003
1079,-1095,1472,14,4,25,10003
1073,-1071,1457,4,13,22,10003
1061,-1071,1444,-22,11,21,10003
1059,-1069,1439,-29,11,29,10003
1058,-1076,1450,-33,0,16,10003
1061,-1075,1435,-26,-4,5,10003
1059,-1086,1448,-27,-2,8,10003
1076,-1091,1466,-22,2,15,10003
1069,-1078,1458,-18,7,6,10003
1067,-1073,1461,-28,7,9,10003
1070,-1090,1470,-28,5,12,10003
1075,-1084,1456,-15,9,9,10003
1070,-1086,1466,4,18,22,10003
1069,-1095,1474,2,16,22,10003
1066,-1077,1458,6,21,16,10003
1067,-1066,1459,-8,16,24,10003
1068,-1071,1452,-11,17,23,10003
1067,-1081,1452,-17,7,22,10003
1061,-1079,1444,-6,4,25,10003
1067,-1085,1453,8,10,33,10003
1060,-1092,1460,13,7,38,10003
1065,-1073,1457,14,-2,28,10003
1068,-1080,1452,3,9,26,10003
1053,-1071,1464,-5,5,28,10003
1051,-1071,1451,-13,7,26,10003
1067,-1063,1445,-19,3,30,10003
1069,-1092,1460,-24,-2,25,10003
1072,-1097,1470,-4,7,24,10003
1081,-1088,1463,1,1,39,10003
1078,-1072,1472,-17,15,38,10003
1064,-1082,1474,-22,12,27,10003
1060,-1080,1469,-23,23,27,10003
